Nr.;Anrede;Titel;Vorname;Nachname;Geburtsdatum;Straße;Hausnummer;Postleitzahl;Stadt;Telefon;Mobil;Telefax;EMail;Newsletter;Eintragsdatum
968;Frau;;Ingetraud;Lübbert;30.11.1950;Orbachstraße;141;67737;Olsbrücken;06308/38064082;0159/5031522;06308/21939004;ingetraud-luebbert@live-mail.none;;17.12.1997
969;Herr;;Fidelius;Irion;;Mühlenberg;85;54597;Lünebach;06550/53291426;0172/5413447;;fideliusirion@inter-mail.none;ja;03.01.1954
970;Herr;;Falko;Picht;;Kuhgasse;147;63801;Kleinostheim;;;;f-1997@spam-mail.none;ja;14.07.2011
971;Herr;;Sergius;Boone;;Landhausstraße;61;53909;Zülpich;02252/74552427;0178/1604689;;sergius.boone@ultramail.none;ja;13.06.2005
972;Herr;;Friedebert;Löchel;;Hillnhütter Straße;166;86577;Sielenbach;08258/15736756;0164/9034239;;friedebert-1936@inter-mail.none;;03.02.2018
973;Frau;;Lynn;Bieder;;Im Thomasfeld;85 a;55758;Langweiler;06785/72851633;0173/1258796;;lynn_09@validmail.none;;08.05.1992
974;Frau;;Alicia;Hajek;02.10.1937;Marienthal;168;53518;Leimbach;02691/27918537;;;;;06.09.1978
975;Herr;;Volkhard;Wengert;;Ascheberger Straße;43;12099;Berlin;;0171/5747220;;volkhardwengert@trashmail.none;;03.02.1963
976;Frau;;Eleonore;Herz;;Rheder Straße;56;70825;Korntal-Münchingen;07150/74317294;0169/7477524;;eherz@kitty.none;nein;18.09.2014
977;Herr;;Karlfriedrich;Rudat;;Obertalstraße;1;31162;Bad Salzdetfurth;;0166/7606300;;karlfriedrich-rudat@quickmail.none;;24.01.1967
978;Herr;;Benedikt;Wengert;;Metzinger Straße;144;65346;Eltville am Rhein;06123/35340041;;;benedikt_wengert@hoster.none;;31.12.2009
979;Frau;;Annette;Böhling;;Hinter den Zäunen;46;55767;Oberbrombach;;0163/1316692;;;;19.07.1953
980;Frau;;Anka;Abele;14.02.2025;Lohner Straße;74;56727;Mayen;02651/62284350;0170/4168310;;a-abele@email.none;nein;02.09.2025
981;Herr;;Maic;Röpke;22.11.1965;Alter Harzbecker Weg;112;56472;Stockhausen-Illfurth;02661/48561597;;02661/30286318;m.roepke@quickmail.none;;08.08.2014
982;Herr;Dr.;Ekkardt;Kriener;;Neuffenstraße;108;28197;Bremen;0421/32352031;;;ekkardt-kriener@justmail.none;ja;07.08.1976
983;Frau;Dr.;Effi;Pischke;;Hellendornstraße;126;86573;Obergriesbach;08205/122452;;;;ja;10.04.1915
984;k.A.;;Waltraud;Bischoff;;Kaiser-Joseph-Straße;143;68239;Mannheim;0621/492775;0152/3072273;;w1914@live-mail.none;ja;02.05.1954
985;Herr;;Dietbert;Dersch;;Wiener Neustädter Straße;148;67725;Börrstadt;06357/92755868;;;dietbert_dersch@company.none;;28.08.1973
986;Herr;;Arved;Saam;;Sachsenring;60;41065;Mönchengladbach;02161/26262986;0163/9987801;;arvedsaam@validmail.none;;08.12.1970
987;Frau;;Belina;Steiner;;Blosbergstraße;145;86447;Aindling;08237/54500749;0158/9322456;;b.steiner@mymail.none;;23.03.1983
988;Herr;;Heiko;Luther;;Ulmbachstraße;52;52080;Aachen;0241/10016344;;;heiko_luther@domain.none;ja;07.04.2022
989;Frau;;Annegrete;Holle;;Witzheldener Straße;195;24986;Satrup;04633/27615934;;;;ja;03.03.2007
990;Herr;;Nils;Hanke;;Röderweg;105;76835;Burrweiler;06345/55500875;;06345/20188456;nils-hanke@funmail.none;;15.12.1994
991;Frau;;Zenta;Watson;;Hasenpfad;72;54597;Matzerath;06551/10609340;0179/5131193;;zenta-59@funmail.none;;12.08.1966
992;Frau;;Meta;Radke;;Schwalbenstraße;183;86754;Munningen;09082/11417059;;;meta.radke@open-mail.none;ja;27.08.1990
993;Frau;;Frowine;Morina;;Unterm Eberg;42;73268;Erkenbrechtsweiler;07026/85298946;;;;;30.10.2005
994;Frau;;Friederun;Mehler;;Vor der Struth;128;35288;Wohratal;06453/72191539;;;friederunmehler@live-mail.none;nein;25.04.2025
995;Herr;;Curt;Keil;;Büdericher Straße;189;38640;Goslar;05321/36094551;;;c-92@justmail.none;;08.05.2025
996;Herr;;Herfried;Swanson;22.08.1959;Am Schloßpark;4;94501;Beutelsbach;08543/83690981;0160/7231699;;herfried.1959@open-mail.none;;11.10.1983
997;Herr;;Wolfried;Dörfler;;Müggenbrucher Weg;36;66885;Bedesbach;06381/32029481;0174/8381308;;wolfrieddoerfler@justmail.none;ja;13.10.2016
998;Frau;;Christine;Ottmann;02.10.1902;Am Stömpgen;51;64756;Mossautal;;0171/5243472;;christine.ottmann@ultramail.none;nein;19.02.1936
999;Herr;;Gundhard;Weil;;Lotharstraße;66b;56332;Wolken;02607/27437783;0158/1673228;;g-weil@web.none;ja;01.01.2002
1000;Frau;;Bernhilde;Rodrigues;;Freckenhorster Straße;183;91469;Hagenbüchach;09104/50010870;0161/6618651;;bernhilderodrigues@ultramail.none;;21.10.2007
1001;Frau;;Annelotte;Henn;;Milchstraße;94;38229;Salzgitter;05341/1126442;0150/6962625;;annelotte.henn@justmail.none;ja;04.08.2001
1002;Frau;;Ilsabe;Kreitz;;Langenfelder Straße;64;50676;Köln;0221/94050436;;;;;14.08.2007
1003;Herr;;Arthur;Hapke;06.08.1961;Leckingser Straße;146;55758;Dickesbach;06785/10359327;0164/6761114;;;;03.10.1993
1004;k.A.;;Ferfried;Donath;;Lenzenstück;139;71282;Hemmingen;07150/65399968;0173/6779790;;;ja;11.11.2025
1005;Herr;;Aron;Albus;;Freudenberg;85;54649;Pintesfeld;06550/10902733;0178/7557638;;a-albus@net-mail.none;;26.12.1987
1006;k.A.;;Sybille;Siegel;;Ahauser Straße;160;25923;Ellhöft;04663/13236138;;04663/16996148;sybille_siegel@funmail.none;;24.05.2007
1007;Frau;;Gerheide;Maxwell;;Fährgasse;45;82194;Gröbenzell;08142/61755099;0150/6240036;;gerheidemaxwell@trashmail.none;;16.08.1941
1008;Herr;;Richard;Egner;31.08.1907;Masurenweg;120;79677;Aitern;07673/58575297;0169/2628380;;richard_egner@inter-mail.none;;21.02.1935
1009;Frau;;Carsta;Winterholler;03.06.1959;Dr.-Domarus-Straße;8;67752;Rutsweiler an der Lauter;06304/72927226;0150/9721290;;carsta-winterholler@ultramail.none;;12.01.1971
1010;Herr;;Steff;Wambach;;Merler Ring;148;56761;Düngenheim;;0177/4677037;02653/54378673;steff.56@validmail.none;nein;13.03.2013
1011;Frau;Dr.;Herlind;Wilkins;11.03.1952;Spitzackerring;99;55481;Womrath;06763/54851947;0169/2485321;;h.52@net-mail.none;;12.09.2003
1012;Frau;;Ella;Lütjen;;Werningslebener Straße;117;55576;Sprendlingen;06701/77643152;;;ella.1970@company.none;;01.04.1983
1013;Frau;;Irmgart;Siller;;Nisterstraße;72;84171;Baierbach;08705/43237165;0157/3042062;;irmgart_siller@net-mail.none;nein;09.03.2022
1014;Frau;;Elfgund;Ruh;05.11.2005;Im Maueracker;55;97292;Uettingen;;0156/9904779;09369/29644220;;ja;28.12.2007
1015;Herr;;Hatto;Taube;;Kammerbruchstraße;167;29585;Jelmstorf;05821/48372163;;;hattotaube@bestmail.none;;11.07.1955
1016;Herr;;Gerthold;Wienand;;Gerndorf;48;41238;Mönchengladbach;;0174/6553643;;gerthold-wienand@anymail.none;;13.10.2019
1017;Frau;;Linhilde;Weihrauch;;Borghof;44;80539;München;089/7762592;0170/1428642;;;;05.06.2020
1018;Frau;;Lotte;Steinacker;;Schürenstraße;190;54617;Sevenig;06550/18528237;;;lotte.steinacker@trashmail.none;;12.07.2005
1019;Frau;;Annelene;Franklin;;Kissbergstraße;141;65558;Oberneisen;;0151/4880941;;a-franklin@email.none;;20.06.1966
1020;Herr;;Florentius;Marsch;;Wortkamp;8;37627;Stadtoldendorf;05532/41807019;;;;;11.09.1982
1021;Herr;;Diether;Niehus;31.01.1962;Leopoldstraße;111;48683;Ahaus;02561/27885304;0169/2673710;;diether-1962@hoster.none;;24.01.1971
1022;Frau;;Annelies;Oberländer;;Am Wimberg;173;74821;Mosbach;06261/72646482;;06261/39238857;aoberlaender@spam-mail.none;;30.12.1937
1023;Herr;;Harribert;Seegers;;Auf'm Gräverich;32;86672;Baar;;0172/8716879;;;;11.03.1943
1024;k.A.;;Nortrud;Marschall;;Marienau;194;55595;Sponheim;0671/80462562;0150/5780935;;nortrud_marschall@open-mail.none;;04.01.2024
1025;Frau;;Klothildis;Michler;;Blomedahler Weg;94;66919;Obernheim-Kirchenarnbach;06375/95767731;0169/6599566;;;;13.08.2024
1026;Frau;;Bärbele;Dinges;;Friedrich-Ebert-Ring;137;27476;Cuxhaven;04721/22625621;0159/6990947;;baerbele.dinges@goggle-mail.none;nein;06.03.1998
1027;Herr;;Xaverius;Bruhn;;Verbindungsstraße;136;86697;Oberhausen;08431/32716119;;;x_bruhn@spam-mail.none;;19.07.1996
1028;Herr;;Gernulf;Mörtl;;Am Mühlgraben;184;21037;Hamburg;040/96078191;0159/4282733;;gernulf-86@justmail.none;;16.12.1995
1029;Herr;;Karlmann;Pohle;;Hubertushof;166;28197;Bremen;0421/35843012;0177/6226333;;karlmann_1987@mymail.none;nein;16.05.1992
1030;Frau;;Louisa;Ullmann;;Distelbusch;34;44269;Dortmund;0231/34204282;;;;;21.08.2008
1031;Frau;;Lioba;Wicher;;Haltern;98;86405;Meitingen;08271/47273337;0170/9181185;;lwicher@justmail.none;;20.05.2019
1032;Herr;;Albrecht;Wende;;Am Wäldchen;106;60325;Frankfurt am Main;069/60347041;0167/4283503;;albrecht_wende@domain.none;;30.10.1985
1033;Herr;;Albrecht;Acar;;Am Oedingteich;186;75031;Eppingen;07262/8172536;0173/4684736;;albrecht2022@open-mail.none;;01.07.2023
1034;k.A.;;Didi;Esch;;Neumühle;25;96476;Bad Rodach;09564/74153746;;;;;17.06.1994
1035;Frau;;Jolina;Schöbel;;In der Blemke;186;58642;Iserlohn;02371/36096714;0159/1963283;;j_schoebel@net-mail.none;ja;09.01.2014
1036;Frau;;Mona;Lauterbach;18.08.1908;Keekener Straße;47;78604;Rietheim-Weilheim;07424/93168621;0162/4915169;;mona_lauterbach@funmail.none;;30.05.1964
1037;Herr;;Wolfeckart;Tischner;;Dierdorfer Straße;118;83301;Traunreut;08669/98061056;0152/7274335;;wtischner@ultramail.none;;31.07.1967
1038;Herr;;Heimar;Wirsing;11.09.1951;Strauch;139;77781;Biberach;;;;heimarwirsing@funmail.none;nein;03.07.2006
1039;Frau;;Marietheres;Röse;;Hanfgarten;68;56244;Freilingen;02666/55850519;0167/5374177;;mroese@hoster.none;;17.10.2021
1040;Herr;;Kruno;Eismann;24.09.1959;Nierenberger Straße;187;56379;Oberwies;;0175/8214227;;k.eismann@live-mail.none;ja;25.10.1994
1041;Herr;;Lois;Willems;;Asbacher Straße;15c;83700;Rottach-Egern;08022/44910054;;;;ja;27.02.1986
1042;Frau;;Burglinde;Breuer;;Eidamshauser Straße;186;45889;Gelsenkirchen;;0170/5066537;;burglindebreuer@xyz.none;nein;20.07.2022
1043;Frau;;Edda;Meckel;;Brändströmstraße;152;65510;Hünstetten;06126/18423187;0174/1582862;;e-1936@live-mail.none;;03.11.1996
1044;Herr;;Joshua;Keiser;;Im Schild;175 b;94363;Oberschneiding;09426/3285118;0153/3130813;;;;04.09.2006
1045;Frau;;Mariola;Görgen;;Lonniger Straße;131;52349;Düren;02421/41548792;;;mgoergen@private.none;;26.04.2004
1046;Frau;;Karena;Witschel;26.03.1975;Höhenring;114;67744;Lohnweiler;06382/76295515;;;karena_witschel@open-mail.none;;16.09.2020
1047;Herr;;Andy;Erz;;Weidestraße;94;21698;Bargstedt;;;;andy-erz@domain.none;;10.11.2023
1048;Herr;;Medard;Mündel;31.10.1989;Ehrenstraße;87;26219;Bösel;;0160/5018872;;;;26.01.1994
1049;Frau;;Lidia;Gensler;;Grabbestraße;12;48155;Münster;0251/63398376;0161/7084930;;lidia-gensler@hoster.none;;26.09.2014
1050;Herr;Dr.;Veit;Giegerich;;Lindener Straße;104;86750;Megesheim;09082/63572689;0174/7553027;;veit_1973@open-mail.none;nein;24.09.1992
1051;Frau;;Lotte;Gilg;05.04.1931;Beringallee;53;17111;Beggerow;;0165/3628393;;lotte-gilg@justmail.none;nein;08.10.1948
1052;Frau;Dr.;Regina;Jaekel;;Ahr-Rotweinstraße;112;46419;Isselburg;02874/76865314;0179/8764315;;r-jaekel@anymail.none;;10.04.2022
1053;Frau;;Andrea;Wellmann;;Im Weiandsgarten;31;53539;Borler;;0170/7206983;;andrea-wellmann@private.none;;05.08.2021
1054;Frau;;Verona;Steding;;St.-Matthias-Straße;136c;24321;Panker;04381/25032653;;;vsteding@bestmail.none;;26.06.2023
1055;Herr;;Niklas;Dinkel;;Frenzer Driesch;189;55599;Siefersheim;06703/16693226;;;;;02.12.1986
1056;Frau;;Ina;Burggraf;;Peter-Ostermayr-Straße;171;73529;Schwäbisch Gmünd;07171/90824717;;;ina_burggraf@xyz.none;;23.01.1974
1057;Herr;;Aloisius;Hochmuth;;Akazienstraße;25;25826;Sankt Peter-Ording;04863/35737188;0154/2153650;;aloisius_hochmuth@validmail.none;;21.06.2014
1058;Frau;;Birge;Ehle;22.08.1947;Altenkirchener Straße;114;56237;Sessenbach;;;;birge1947@justmail.none;;10.06.1996
1059;Frau;;Martrud;Rausch;21.09.1966;Hompeschstraße;73;54570;Wallenborn;;0166/1220216;;martrudrausch@spam-mail.none;ja;06.08.1996
1060;Frau;;Marilene;Nelle;13.10.1976;Mergelkamp;169;71706;Markgröningen;;0153/6966417;;m-1976@private.none;;19.07.2023
1061;Frau;;Brünhild;Köpcke;09.11.1997;Schrumpftal;136;85051;Ingolstadt;0841/45328993;0172/6205660;;b.koepcke@mymail.none;;11.03.2025
1062;Herr;;Claas;Behme;;Auf dem Bandel;134;55126;Mainz am Rhein;06131/12909197;0161/3298141;;;;22.01.1965
1063;Herr;;Horst;Kott;;Walsroder Straße;82;65468;Trebur;06147/57316756;0160/9501775;;h_kott@bestmail.none;;31.10.2012
1064;Frau;;Hanni;Behre;;Märkische Straße;59;73101;Aichelberg;07164/87279475;0155/8729132;07164/8855712;hanni.behre@bestmail.none;;17.06.1991
1065;Frau;;Susette;Brüning;;Maistraße;169;24852;Langstedt;04609/95896833;;;susette-bruening@company.none;;15.02.2023
1066;Frau;;Röschen;Fenn;;Waldweg;174;33619;Bielefeld;0521/21931384;0156/9783060;;;;29.09.2014
1067;Herr;;Agilbert;Sachau;;Neue Kirchstraße;70;89547;Gerstetten;07323/23694810;0161/9860805;;;;05.11.1954
1068;Frau;;Gerhilde;Steimle;11.03.1975;Feitzerweg;139;57612;Birnbach;02681/77369047;0166/2873348;;gerhilde-steimle@company.none;ja;13.05.2001
1069;Herr;;Ekkart;Borchard;;Zum Weißen Stein;166;86854;Amberg;08241/49427744;0170/3051224;;e16@private.none;ja;27.02.2021
1070;Frau;;Heidi;Kaspari;14.12.2007;Jakob-Kneip-Straße;50;67574;Osthofen;06242/53284946;0156/6915272;;heidi.kaspari@domain.none;ja;19.09.2008
1071;Herr;;Irenäus;Birke;18.10.1994;Sevelener Straße;125;54578;Basberg;06593/73370537;0152/9041513;;;;23.04.1995
1072;Herr;;Alex;Below;;Walsroder Straße;127;55595;Hüffelsheim;0671/45821303;0158/2850070;;alexbelow@live-mail.none;ja;17.09.1983
1073;Herr;;Nikolas;Macher;19.04.1980;Baiertorstraße;169;55257;Budenheim;;0160/6931791;;nikolas-macher@validmail.none;;09.08.1996
1074;Herr;;Ingbert;Feustel;;Freiligrath Straße;175;55627;Martinstein;06754/52073513;;06754/9066430;i_feustel@email.none;ja;10.03.1938
1075;Herr;;Matti;Hagmann;;Gelieustraße;5;55779;Leitzweiler;06783/44447619;0173/2668526;;m-hagmann@domain.none;ja;26.02.2008
1076;Herr;;Gottlieb;Palme;;Wardböhmen;138;54616;Winterspelt;06551/95186359;0179/6513136;;;ja;19.11.2006
1077;Herr;;Steph;Frömel;;Am Hochkreuz;38;67346;Speyer;06232/92074515;0158/3368859;;steph-froemel@kitty.none;;26.05.1961
1078;Frau;;Sonja;Lang;;Paradiesweg;141;85643;Steinhöring;08094/69544777;;;sonja.09@trashmail.none;;26.04.2021
1079;Herr;;Withold;Friedrich;18.11.1961;Im Wohnpark;85;37127;Jühnde;05502/19864806;0162/4120622;;;;15.09.1997
1080;Frau;;Trautlind;Vitt;;Germeter;153;89347;Bubesheim;;0175/6370024;;trautlind-vitt@live-mail.none;;02.08.2025
1081;Frau;;Lotti;Kämpf;15.10.1951;Ostbezirk;82;26197;Großenkneten;04435/18662211;0153/5868396;;lotti.kaempf@open-mail.none;ja;11.11.2025
1082;Herr;;Warnfried;Kampe;;Münsterer Straße;94 a;24768;Rendsburg;;0178/1589176;;warnfried-kampe@xyz.none;;06.09.1944
1083;Frau;;Heliane;Bäuerle;;Hellerbergstraße;108;79285;Ebringen;07664/75890366;;;heliane-baeuerle@net-mail.none;ja;10.11.2001
1084;Herr;Prof.;Franz;Byrd;;Kieler Straße;59;55758;Niederhosenbach;06785/47532512;;06785/64063659;f-75@kitty.none;ja;12.02.1977
1085;k.A.;Dr.;Vivienne;Bruening;;Rosenkamp;95;92693;Eslarn;09653/43315837;;;viviennebruening@anymail.none;;18.02.2026
1086;Frau;;Irena;Petzoldt;;Schürholz;139;35606;Solms;;0161/7495515;;;;14.02.2014
1087;Frau;;Marilen;Ermer;05.04.1983;Gebr.-Grimm-Weg;175;24802;Groß Vollstedt;04305/17811449;0170/8450335;;;;04.04.2022
1088;k.A.;;Britta;Pauls;;Weilerweg;49;34399;Oberweser;05574/83528475;;;britta37@spam-mail.none;;23.09.1953
1089;k.A.;;Ekhardt;Haar;;Hohenbergringstraße;31;61381;Friedrichsdorf;06175/91790553;;;ekhardt-haar@private.none;;18.07.2005
1090;Herr;;Dustin;Hell;;Am Wimberg;147;93359;Wildenberg;09444/65914373;0161/6731321;;d-hell@goggle-mail.none;ja;23.10.1955
1091;Herr;;Utto;Brodt;;Hexentalstraße;67;72458;Albstadt;07431/13202224;0159/9939890;;utto-brodt@hoster.none;ja;14.04.2006
1092;Herr;;Jörn;Kuch;;Alte Landstraße;156;25852;Bordelum;04672/344362;;;j-93@goggle-mail.none;nein;24.07.1999
1093;k.A.;;Egbert;Nöth;26.10.2009;Im Heidchesgarten;88;23743;Grömitz;04562/26709680;0150/1889037;;egbert.noeth@mymail.none;;19.12.2019
1094;Herr;;Theofried;Attenberger;;Martin-Niemöller-Straße;23;78141;Schönwald;07722/53908039;0152/7209540;;theofried-attenberger@kitty.none;;06.09.2023
1095;Frau;;Ulfrida;Seewald;;Auf dem Beul;138;33659;Bielefeld;;0154/5886820;;u-seewald@ultramail.none;;23.05.2022
1096;Frau;;Margareta;Gentz;04.06.1918;Hansastraße;196;65479;Raunheim;06142/18759247;0174/4362016;;;;03.10.2017
1097;Herr;;Jeremie;Knight;;Alter Harzbecker Weg;158;47259;Duisburg;0203/1248679;0167/9398935;;;nein;30.06.1942
1098;k.A.;;Krimhilde;Lutze;21.09.1940;Hangstraße;105 a;26721;Emden;04921/90769361;0175/9562034;;;ja;28.01.2024
1099;k.A.;;Ian;Haucke;;Bürgerweg;74;53175;Bonn;0228/16546983;0168/3241918;;ihaucke@mymail.none;;03.04.1934
1100;Frau;;Cornelia;Kögler;;Kastanienallee;159;26847;Detern;04957/85770986;0150/6849409;;ckoegler@domain.none;;15.06.1990
1101;k.A.;Dr.;Burckhard;Mutz;;Ruhrstraße;113;93128;Regenstauf;09402/92584875;;;;;04.03.1970
1102;Frau;;Nina;Tödter;;Moorenstraße;194;73110;Hattenhofen;07164/55470534;;;nina.toedter@spam-mail.none;;08.11.2005
1103;Herr;Dr.;Elbert;Höhmann;21.05.1971;Braunschweig;24;47626;Kevelaer;02832/80048547;0161/8972949;;e-hoehmann@net-mail.none;;30.01.1994
1104;Herr;;Steph;Jänicke;30.09.1979;Brandenburgstraße;137;49078;Osnabrück;0541/18650808;0154/9897531;;steph.1979@spam-mail.none;;11.07.1990
1105;Herr;;Yannik;Titz;;Dorstfelder Hellweg;149;56281;Hungenroth;06747/10500624;0159/9176817;;y.1940@ultramail.none;ja;14.10.1975
1106;Herr;;Sigenot;Drießen;;Hartingstraße;94;49477;Ibbenbüren;05451/53820209;0174/7067260;;s_driessen@private.none;;26.08.1967
1107;Herr;Dr.;Claus;Isele;27.02.1996;Kornhahnstraße;196;83301;Traunreut;08669/18854645;;;c-isele@retromail.none;;25.08.2020
1108;Herr;;Burchard;Graves;;Fleckenbühler Weg;51;54534;Schladt;06572/53326132;;;bgraves@bestmail.none;ja;01.10.1990
1109;Frau;;Gertraude;Hauenstein;;Siepe;69;54673;Berscheid;06564/91318527;0159/9332746;06564/99867781;;;04.08.1980
1110;Frau;;Susanne;Peiffer;05.12.1971;Ringelnatzstraße;137;73614;Schorndorf;07181/48063850;0168/5927767;;susanne.peiffer@kitty.none;;28.07.1974
1111;Frau;;Lya;Platte;;Auf dem Hüttenbaum;19c;38467;Bergfeld;05833/72774633;;;lya1991@anymail.none;;09.05.1992
1112;k.A.;;Ferdi;Hümmer;;Hinter der Hage;135;26892;Lehe;04963/18525643;0179/3988680;;;;16.07.1969
1113;Frau;;Ursula;Schütze;;Auestraße;173c;55471;Sargenroth;06761/17494086;;;ursula_schuetze@email.none;;27.07.1981
1114;k.A.;;Doris;Kowal;;Kuhweg;63;82335;Berg;08151/65167177;0172/3587045;;;;22.02.2019
1115;Herr;;Tristan;Funke;;Memeler Straße;25;55120;Mainz am Rhein;06131/75182250;0164/5705152;06131/62734589;tristan-funke@anymail.none;;02.08.2004
1116;Herr;;Helmrich;Greinert;;Steinmetzstraße;44;56761;Brachtendorf;02653/19061746;0170/9649852;;h.greinert@bestmail.none;nein;19.11.1963
1117;Herr;;Ruthard;Lustig;;Mengelshainer Straße;181;44267;Dortmund;;0169/1414669;;;;15.07.2022
1118;Frau;;Felicitas;Speck;;Bahndamm;116;66127;Saarbrücken;0681/34466776;0171/2534977;;felicitas-speck@company.none;ja;13.12.2007
1119;Frau;;Kunigunda;Störmer;02.09.2017;Otto-Karrer-Straße;107;71254;Ditzingen;07156/26362588;0150/7991269;;kunigunda-stoermer@hoster.none;;02.06.2019
1120;Herr;;Wigand;Boone;;Ravenéstraße;84;24256;Schlesen;04303/70178763;0170/2323163;;wigandboone@kitty.none;nein;17.04.2011
1121;Herr;;Vinzent;Lottes;;Auf dem Löwenstück;165;84103;Postau;08702/51815432;0160/3736645;;v_lottes@inter-mail.none;ja;23.09.1957
1122;Frau;;Isa;Milewski;;Berrenrather Straße;170;24837;Schleswig;04621/16404995;0166/4877822;;;ja;26.11.1990
1123;Herr;;Hieronymus;Trabert;;Wagnerstraße;10;77709;Wolfach;07834/54799208;;;h.trabert@open-mail.none;;11.09.2015
1124;Frau;Dr.;Iris;Klünder;;Wilhelmshöhe;114;41334;Nettetal;;;;iris1983@trashmail.none;nein;18.10.1984
1125;Herr;;Irmfried;Sperl;;Jahnstraße;176;93468;Miltach;09944/30812368;;;irmfried68@web.none;;06.09.2025
1126;Frau;;Patricia;Mücke;;Schlick;113;56370;Schönborn;06486/55397670;;;patricia_muecke@funmail.none;;17.03.1970
1127;Herr;;Franzl;Gäbler;26.01.1968;Hausener Straße;71;84189;Wurmsham;08745/11482182;0154/7888955;;;;14.05.2025
1128;Herr;;Wernhard;Mumm;;Straßburger Straße;200;50739;Köln;0221/78250283;0177/6233114;;w10@spam-mail.none;nein;23.12.2024
1129;Frau;;Arlinde;Rilling;26.04.1957;Grafinger Straße;170;56826;Wagenhausen;02676/39875068;0169/7077985;;;;26.01.2007
1130;Herr;;Eric;Leukel;04.03.2025;Finkenweg;162;38162;Cremlingen;05306/81302531;;;eleukel@xyz.none;ja;15.04.2025
1131;Herr;;Wendemar;Hampel;;Ammerweg;102;84419;Schwindegg;08082/12313796;0173/9117882;;wendemar-hampel@mymail.none;;31.03.2025
1132;Herr;;Klausjürgen;Nilles;21.06.2011;Zur Eiche;106;91369;Wiesenthau;09191/31625936;0158/8740538;;k.nilles@domain.none;;02.10.2024
1133;Herr;;Erich;Thaller;;Unverhofftstraße;110;57520;Grünebach;02741/98825013;0171/5489290;;e_thaller@justmail.none;nein;30.06.1966
1134;Herr;;Thorben;Topal;;Wilhelm-Röntgen-Straße;165;67149;Meckenheim;06326/45275580;;06326/43671650;thorbentopal@spam-mail.none;;05.08.2003
1135;Frau;;Doritta;Baldauf;25.03.1990;Rathelbecker Weg;110;35390;Gießen;;;;doritta_baldauf@funmail.none;nein;08.02.2009
1136;Frau;;Kathleen;Vedder;;Untere Grabenstraße;70;50933;Köln;0221/54984504;0170/2218225;;kathleen-vedder@xyz.none;;29.10.1981
1137;Herr;Dr.;Notfried;Böhle;;Weg am Berge;192;56479;Willingen;02664/51386338;;;notfriedboehle@spam-mail.none;nein;19.07.2008
1138;Frau;;Lara;März;10.11.2013;Hommersbergstraße;78;91639;Wolframs-Eschenbach;09875/10160868;;09875/44862275;lara_13@funmail.none;;07.06.2016
1139;k.A.;;Reinar;Galonska;;Meyerstraße;1;31079;Westfeld;05065/60018886;0169/9498170;;reinargalonska@justmail.none;;22.02.1970
1140;Herr;;Reinwald;Kaya;;Hülsstraße;89;48143;Münster;0251/13819318;0158/9377746;;reinwald48@open-mail.none;;04.11.1983
1141;Herr;;Hansjörn;Würz;;Am Mühlanger;154;70439;Stuttgart;0711/54809589;;;h.61@quickmail.none;ja;10.11.2002
1142;Herr;;Hansludwig;Rühl;;Haderthalweg;160;67297;Marnheim;06352/5376000;0152/6785546;;hansludwig.2002@quickmail.none;;27.02.2022
1143;k.A.;;Piet;Fürstenberg;11.02.2001;Sommerburgstraße;117;18528;Sehlen;;0162/5680125;;piet_fuerstenberg@trashmail.none;;23.08.2017
1144;Herr;;Steve;Henne;27.09.1997;Kraneburgstraße;71;55278;Mommenheim;06138/38509031;0155/7328692;;;;27.01.2025
1145;Frau;;Freya;Heiderich;26.01.1923;Am Steinbruch;139c;28203;Bremen;;;;f-heiderich@web.none;;26.12.1930
1146;Frau;;Maike;Brommer;;Vogtei;25;56579;Hardert;02634/17913965;0169/3007742;;maike_brommer@net-mail.none;;01.09.1934
1147;k.A.;;Eric;Flierl;09.03.1973;Wieningen;108 c;29339;Wathlingen;05144/38299491;0177/4706446;;eric_73@bestmail.none;ja;25.03.2009
